player_name,League_name,sub_type,type,yellow_cards,red_cards,goals,assists
Sebastian Schonlau,bundesliga,first_tier,domestic_league,2,0,2,0
Denys Dedechko,russian-cup,domestic_cup,domestic_cup,1,0,2,0
Seung-woo Lee,jupiler-pro-league,first_tier,domestic_league,4,0,2,0
Ramon Azeez,laliga,first_tier,domestic_league,6,0,2,1
Leonardo Campana,liga-portugal-bwin,first_tier,domestic_league,4,0,2,1
Christian Noboa,uefa-europa-conference-league-qualifikation,uefa_europa_conference_league_qualifiers,international_cup,0,0,2,2
Jerry Mbakogu,serie-a,first_tier,domestic_league,2,0,2,2
Sidney Friede,jupiler-pro-league,first_tier,domestic_league,5,0,2,1
Sakib Aytac,super-lig,first_tier,domestic_league,26,1,2,10
Ramiro Funes Mori,laliga,first_tier,domestic_league,17,0,2,1
Harry Winks,fa-cup,domestic_cup,domestic_cup,2,0,2,0
Harry Maguire,fa-cup,domestic_cup,domestic_cup,6,0,2,2
Sidney Sam,bundesliga,first_tier,domestic_league,2,0,2,2
Jack Grealish,fa-cup,domestic_cup,domestic_cup,2,0,2,5
Leandro Silva,liga-portugal-bwin,first_tier,domestic_league,17,0,2,8
Jerdy Schouten,serie-a,first_tier,domestic_league,18,2,2,3
Viktor Khomchenko,premier-liga,first_tier,domestic_league,7,0,2,1
Jan Vertonghen,fa-cup,domestic_cup,domestic_cup,0,0,2,0
Sami Allagui,jupiler-pro-league,first_tier,domestic_league,2,0,2,1
Milan Rodic,russian-cup,domestic_cup,domestic_cup,2,0,2,0
Jamie Vardy,fa-cup,domestic_cup,domestic_cup,1,0,2,0
Rahmetullah Berisbek,super-lig,first_tier,domestic_league,3,0,2,1
Rajko Rotman,super-lig,first_tier,domestic_league,27,2,2,4
Fabricio Brener,super-league-1,first_tier,domestic_league,3,0,2,1
Maksym Drachenko,ukrainian-cup,domestic_cup,domestic_cup,2,0,2,0
Sandro Sirigu,bundesliga,first_tier,domestic_league,6,0,2,4
Rhodolfo,super-lig,first_tier,domestic_league,3,0,2,0
James Maddison,fa-cup,domestic_cup,domestic_cup,1,0,2,2
Rashad Muhammed,super-lig,first_tier,domestic_league,2,0,2,1
Leandro Barrera,liga-portugal-bwin,first_tier,domestic_league,4,0,2,1
Rayyan Baniya,super-lig,first_tier,domestic_league,4,0,2,0
Lisandro López,allianz-cup,domestic_cup,domestic_cup,2,0,2,0
Renan Diniz,super-lig,first_tier,domestic_league,4,0,2,0
Vitalijs Jagodinskis,premier-liga,first_tier,domestic_league,8,0,2,0
Leandro Sanca,liga-portugal-bwin,first_tier,domestic_league,4,0,2,0
Marcos Antônio,ukrainian-cup,domestic_cup,domestic_cup,0,0,2,0
Sam Larsson,super-lig,first_tier,domestic_league,4,0,2,4
Sambou Yatabaré,jupiler-pro-league,first_tier,domestic_league,22,0,2,4
Steeven Willems,jupiler-pro-league,first_tier,domestic_league,21,0,2,2
Lucas Souza,liga-portugal-bwin,first_tier,domestic_league,15,0,2,1
Gary Cahill,fa-cup,domestic_cup,domestic_cup,1,0,2,0
Stefan Posch,bundesliga,first_tier,domestic_league,35,0,2,1
Vitaliy Kaverin,premier-liga,first_tier,domestic_league,2,0,2,0
Stefan Reinartz,bundesliga,first_tier,domestic_league,4,0,2,1
Stan Braem,jupiler-pro-league,first_tier,domestic_league,1,0,2,0
Eneko Capilla,super-league-1,first_tier,domestic_league,6,0,2,4
Rafa Navarro,laliga,first_tier,domestic_league,4,0,2,2
Lucas Áfrico,liga-portugal-bwin,first_tier,domestic_league,12,0,2,1
Sotiris Ninis,jupiler-pro-league,first_tier,domestic_league,1,0,2,3
Vitaliy Koltsov,premier-liga,first_tier,domestic_league,4,0,2,0
Fred,fa-cup,domestic_cup,domestic_cup,4,0,2,3
Fraizer Campbell,fa-cup,domestic_cup,domestic_cup,0,0,2,0
Fousseni Diabaté,fa-cup,domestic_cup,domestic_cup,0,0,2,0
Michel Babatunde,ukrainian-cup,domestic_cup,domestic_cup,0,0,2,0
Florin Andone,fa-cup,domestic_cup,domestic_cup,0,0,2,0
Luisinho,liga-portugal-bwin,first_tier,domestic_league,2,0,2,3
Vitaliy Lystsov,premier-liga,first_tier,domestic_league,7,0,2,0
Rafael Borré,laliga,first_tier,domestic_league,0,0,2,1
Selim Ilgaz,super-lig,first_tier,domestic_league,0,0,2,2
Vitaliy Goshkoderya,premier-liga,first_tier,domestic_league,9,0,2,1
Grant Leadbitter,fa-cup,domestic_cup,domestic_cup,3,0,2,1
Jens Petter Hauge,serie-a,first_tier,domestic_league,0,0,2,0
Kuca,allianz-cup,domestic_cup,domestic_cup,1,0,2,0
Simon Deli,jupiler-pro-league,first_tier,domestic_league,1,0,2,1
Sami,super-lig,first_tier,domestic_league,3,0,2,2
Samil Cinaz,super-lig,first_tier,domestic_league,37,1,2,3
Samir Nasri,super-lig,first_tier,domestic_league,1,0,2,1
Lucas Cunha,liga-portugal-bwin,first_tier,domestic_league,10,0,2,1
Greg Docherty,fa-cup,domestic_cup,domestic_cup,1,0,2,1
Slobodan Rajković,bundesliga,first_tier,domestic_league,5,0,2,1
Stefan Lex,bundesliga,first_tier,domestic_league,5,0,2,0
Jeison Murillo,serie-a,first_tier,domestic_league,17,1,2,2
Giovani Lo Celso,fa-cup,domestic_cup,domestic_cup,0,0,2,2
Sandro Lima,super-lig,first_tier,domestic_league,4,0,2,2
Gerard Deulofeu,fa-cup,domestic_cup,domestic_cup,0,0,2,1
Sonny Kittel,bundesliga,first_tier,domestic_league,5,0,2,2
Srdjan Lakic,bundesliga,first_tier,domestic_league,3,0,2,2
Vitaliy Kaleshin,premier-liga,first_tier,domestic_league,12,0,2,8
Kléber,allianz-cup,domestic_cup,domestic_cup,0,0,2,0
Radosav Petrovic,super-lig,first_tier,domestic_league,8,0,2,0
Vikentiy Voloshyn,premier-liga,first_tier,domestic_league,2,0,2,1
Papy Djilobodji,bundesliga,first_tier,domestic_league,6,0,2,1
Fotis Georgiou,super-league-1,first_tier,domestic_league,9,0,2,4
Piero Hincapié,bundesliga,first_tier,domestic_league,18,1,2,2
Nacer Barazite,super-lig,first_tier,domestic_league,0,0,2,2
Pierre-Emile Höjbjerg,bundesliga,first_tier,domestic_league,8,0,2,4
Rabbi Matondo,bundesliga,first_tier,domestic_league,1,0,2,0
Mikhail Gashchenkov,russian-cup,domestic_cup,domestic_cup,2,0,2,0
Necati Ates,super-lig,first_tier,domestic_league,1,0,2,0
Rafael Czichos,bundesliga,first_tier,domestic_league,11,0,2,2
Necip Uysal,super-lig,first_tier,domestic_league,36,2,2,8
Deni Júnior,uefa-europa-conference-league-qualifikation,uefa_europa_conference_league_qualifiers,international_cup,1,0,2,0
Vasyl Kobin,premier-liga,first_tier,domestic_league,9,0,2,4
Nicolai Jörgensen,super-lig,first_tier,domestic_league,2,0,2,0
Vasyl Pynyashko,premier-liga,first_tier,domestic_league,3,0,2,0
José María Basanta,serie-a,first_tier,domestic_league,3,0,2,0
Richard Sukuta-Pasu,jupiler-pro-league,first_tier,domestic_league,4,0,2,1
Fonsi,super-league-1,first_tier,domestic_league,20,0,2,12
Nikola Stojiljkovic,super-lig,first_tier,domestic_league,0,0,2,1
Ragnar Klavan,bundesliga,first_tier,domestic_league,3,0,2,1
Junior Kadile,liga-portugal-bwin,first_tier,domestic_league,2,0,2,0
Reda Jaadi,jupiler-pro-league,first_tier,domestic_league,4,0,2,1
Juan Fernando Quintero,liga-portugal-bwin,first_tier,domestic_league,0,0,2,4
Josip Drmic,fa-cup,domestic_cup,domestic_cup,0,0,2,0
Pawel Olkowski,bundesliga,first_tier,domestic_league,5,1,2,5
Reinier,laliga,first_tier,domestic_league,1,0,2,1
Pascal Stenzel,bundesliga,first_tier,domestic_league,16,0,2,6
Rafal Wolski,jupiler-pro-league,first_tier,domestic_league,2,0,2,1
Marat Izmailov,premier-liga,first_tier,domestic_league,8,0,2,2
Muhammed Gümüskaya,super-lig,first_tier,domestic_league,0,0,2,2
Layvin Kurzawa,fa-cup,domestic_cup,domestic_cup,1,0,2,1
Paul Seguin,bundesliga,first_tier,domestic_league,18,0,2,7
Kwesi Appiah,fa-cup,domestic_cup,domestic_cup,1,0,2,0
Murat Duruer,super-lig,first_tier,domestic_league,10,0,2,4
José Mauri,serie-a,first_tier,domestic_league,12,0,2,3
João Cancelo,serie-a,first_tier,domestic_league,10,0,2,5
Murat Ucar,super-lig,first_tier,domestic_league,11,1,2,1
Musa Araz,super-lig,first_tier,domestic_league,2,0,2,0
Musa Nizam,super-lig,first_tier,domestic_league,15,0,2,0
Kevin Mirallas,fa-cup,domestic_cup,domestic_cup,1,0,2,1
Franco Ferrari,super-league-1,first_tier,domestic_league,16,0,2,5
Raphaël Lecomte,jupiler-pro-league,first_tier,domestic_league,1,0,2,4
Maksym Zaderaka,premier-liga,first_tier,domestic_league,18,0,2,5
Reece Oxford,bundesliga,first_tier,domestic_league,12,1,2,2
Joshua King,fa-cup,domestic_cup,domestic_cup,1,0,2,1
Joaquín,serie-a,first_tier,domestic_league,1,0,2,4
Maksym Bilyi,premier-liga,first_tier,domestic_league,15,0,2,2
Rudy Camacho,jupiler-pro-league,first_tier,domestic_league,14,1,2,0
Koffi Kouao,liga-portugal-bwin,first_tier,domestic_league,12,1,2,1
Patrick Friday Eze,super-lig,first_tier,domestic_league,1,0,2,0
Patrick van Aanholt,super-lig,first_tier,domestic_league,3,0,2,2
Patryk Tuszynski,super-lig,first_tier,domestic_league,6,0,2,2
Mikhail Sivakov,russian-cup,domestic_cup,domestic_cup,1,0,2,0
Luciano Vietto,allianz-cup,domestic_cup,domestic_cup,0,0,2,1
Maksym Bragaru,premier-liga,first_tier,domestic_league,7,0,2,0
Ryan Sanusi,jupiler-pro-league,first_tier,domestic_league,9,0,2,4
Djordje Despotovic,russian-cup,domestic_cup,domestic_cup,1,0,2,1
Jerome Sinclair,fa-cup,domestic_cup,domestic_cup,0,0,2,1
Jeffrey Schlupp,fa-cup,domestic_cup,domestic_cup,2,0,2,3
Jean-Philippe Mateta,fa-cup,domestic_cup,domestic_cup,0,0,2,0
Ryan Sessegnon,bundesliga,first_tier,domestic_league,4,0,2,3
Kévin Zohi,liga-portugal-bwin,first_tier,domestic_league,3,0,2,4
Léo Matos,ukrainian-cup,domestic_cup,domestic_cup,3,0,2,2
Salih Özcan,bundesliga,first_tier,domestic_league,21,0,2,6
Facundo Sánchez,super-league-1,first_tier,domestic_league,6,1,2,1
Roman Neustädter,bundesliga,first_tier,domestic_league,10,0,2,1
Joe Willock,fa-cup,domestic_cup,domestic_cup,0,0,2,0
Josh Sims,fa-cup,domestic_cup,domestic_cup,1,0,2,0
Jorginho,serie-a,first_tier,domestic_league,25,0,2,11
Joshua Zirkzee,serie-a,first_tier,domestic_league,1,0,2,2
Maksym Lunyov,premier-liga,first_tier,domestic_league,13,1,2,4
Joseph Dodoo,fa-cup,domestic_cup,domestic_cup,1,0,2,1
Josh Doig,serie-a,first_tier,domestic_league,1,0,2,4
Robert Bauer,bundesliga,first_tier,domestic_league,19,0,2,3
Robert Glatzel,bundesliga,first_tier,domestic_league,0,0,2,1
Robert Gumny,bundesliga,first_tier,domestic_league,12,1,2,3
David Datro Fofana,uefa-europa-conference-league-qualifikation,uefa_europa_conference_league_qualifiers,international_cup,0,0,2,1
Ventsislav Hristov,premier-liga,first_tier,domestic_league,0,0,2,0
Roger,bundesliga,first_tier,domestic_league,9,0,2,1
Maksym Kalenchuk,premier-liga,first_tier,domestic_league,20,0,2,5
Roberto Massimo,bundesliga,first_tier,domestic_league,2,0,2,1
Jonathan Walters,fa-cup,domestic_cup,domestic_cup,1,0,2,0
John Stones,fa-cup,domestic_cup,domestic_cup,0,0,2,2
Ousmane Viera,super-lig,first_tier,domestic_league,19,0,2,1
Felipe Souza Ferreyra,super-league-1,first_tier,domestic_league,4,0,2,1
Joelinton,fa-cup,domestic_cup,domestic_cup,1,0,2,2
Paolo Hurtado,super-lig,first_tier,domestic_league,4,0,2,1
Robert Lewandowski,copa-del-rey,domestic_cup,domestic_cup,0,0,2,0
Semedo,liga-portugal-bwin,first_tier,domestic_league,36,0,2,1
Noni Madueke,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,1
Nicolò Zaniolo,europa-league,europa_league,international_cup,1,0,2,1
Artem Sukhotskyi,premier-liga,first_tier,domestic_league,11,0,2,2
Ali Sowe,europa-league,europa_league,international_cup,0,0,2,0
Luciano Vietto,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,2
Christopher Samba,europa-league,europa_league,international_cup,3,0,2,1
Harry Winks,premier-league,first_tier,domestic_league,21,0,2,3
Jeffrey Sarpong,eredivisie,first_tier,domestic_league,2,0,2,5
Wouter Marinus,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,0
Bogdan Myshenko,premier-liga,first_tier,domestic_league,14,0,2,2
Ardin Dallku,premier-liga,first_tier,domestic_league,10,0,2,0
Sébastien Squillaci,ligue-1,first_tier,domestic_league,12,0,2,2
Mario Engels,toto-knvb-beker,domestic_cup,domestic_cup,2,0,2,2
Hakim Ziyech,europa-league,europa_league,international_cup,3,0,2,5
Mario Götze,toto-knvb-beker,domestic_cup,domestic_cup,1,0,2,2
Tom Carroll,premier-league,first_tier,domestic_league,8,0,2,6
Mehdi Chahiri,ligue-1,first_tier,domestic_league,0,0,2,0
Marc Guéhi,premier-league,first_tier,domestic_league,4,0,2,1
Patrick Roberts,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,0
Hans Vanaken,europa-league,europa_league,international_cup,6,0,2,1
Hirving Lozano,toto-knvb-beker,domestic_cup,domestic_cup,1,0,2,0
Jordan Veretout,europa-league,europa_league,international_cup,6,0,2,4
Luciano Narsingh,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,0
Callum Ball,scottish-premiership,first_tier,domestic_league,0,0,2,0
Denny Johnstone,scottish-premiership,first_tier,domestic_league,2,0,2,1
Fedor Chalov,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,0
Tanguy Nianzou,ligue-1,first_tier,domestic_league,1,0,2,0
Aleksandr Silyanov,premier-liga,first_tier,domestic_league,6,0,2,3
Marcos Senesi,toto-knvb-beker,domestic_cup,domestic_cup,1,0,2,2
Mamadou Sakho,premier-league,first_tier,domestic_league,6,1,2,2
Jordan Ferri,europa-league,europa_league,international_cup,0,0,2,2
Christophe Mandanne,europa-league,europa_league,international_cup,1,0,2,0
Christopher Jullien,europa-league,europa_league,international_cup,2,0,2,0
Rick Dekker,eredivisie,first_tier,domestic_league,14,0,2,3
Melvin Bard,ligue-1,first_tier,domestic_league,3,1,2,3
Lucas Tousart,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,1
David Meyler,premier-league,first_tier,domestic_league,10,1,2,1
Rick Karsdorp,eredivisie,first_tier,domestic_league,9,2,2,19
Konstantin Rausch,dfb-pokal,domestic_cup,domestic_cup,1,0,2,2
Konrad Laimer,dfb-pokal,domestic_cup,domestic_cup,2,0,2,1
Jarrad Branthwaite,eredivisie,first_tier,domestic_league,2,0,2,1
Thomas Partey,copa-del-rey,domestic_cup,domestic_cup,4,0,2,2
Joris Kramer,eredivisie,first_tier,domestic_league,3,1,2,1
Nill De Pauw,europa-league,europa_league,international_cup,1,0,2,0
Marko Vejinović,toto-knvb-beker,domestic_cup,domestic_cup,2,0,2,2
Joris Gnagnon,europa-league,europa_league,international_cup,2,0,2,0
Craig Dawson,europa-league,europa_league,international_cup,1,0,2,0
Lukas Nmecha,uefa-champions-league,uefa_champions_league,international_cup,3,0,2,0
Maksim Kanunnikov,europa-league,europa_league,international_cup,0,0,2,0
Alexandre Pato,europa-league,europa_league,international_cup,0,0,2,1
Gustaf Nilsson,europa-league,europa_league,international_cup,1,0,2,0
Moussa Koné,dfb-pokal,domestic_cup,domestic_cup,0,0,2,1
Taleb Tawatha,dfb-pokal,domestic_cup,domestic_cup,0,0,2,1
Fernando Torres,uefa-champions-league,uefa_champions_league,international_cup,7,0,2,2
Takuma Asano,dfb-pokal,domestic_cup,domestic_cup,0,0,2,1
Nolito,europa-league,europa_league,international_cup,1,0,2,1
Breel Embolo,uefa-champions-league,uefa_champions_league,international_cup,2,0,2,0
Ferran Jutglà,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,2
Maxime Le Marchand,ligue-1,first_tier,domestic_league,12,1,2,4
Fabian Frei,dfb-pokal,domestic_cup,domestic_cup,1,0,2,0
Tom Ince,premier-league,first_tier,domestic_league,0,0,2,0
Corentin Tolisso,europa-league,europa_league,international_cup,1,0,2,1
Hans Hateboer,toto-knvb-beker,domestic_cup,domestic_cup,1,0,2,3
Edin Visca,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,1,0,2,1
Alan Power,scottish-premiership,first_tier,domestic_league,47,2,2,10
Jari Vlak,eredivisie,first_tier,domestic_league,7,0,2,1
Yassin Ayoub,toto-knvb-beker,domestic_cup,domestic_cup,1,0,2,3
Papu Gómez,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,4
Clément Grenier,europa-league,europa_league,international_cup,2,0,2,2
Jannes Vansteenkiste,eredivisie,first_tier,domestic_league,1,0,2,2
Caiuby,dfb-pokal,domestic_cup,domestic_cup,0,0,2,0
Robbert de Vos,eredivisie,first_tier,domestic_league,1,0,2,0
Stephan El Shaarawy,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,2
Coke,europa-league,europa_league,international_cup,1,0,2,2
Mikael Ndjoli,scottish-premiership,first_tier,domestic_league,2,0,2,0
Yoëll van Nieff,toto-knvb-beker,domestic_cup,domestic_cup,1,0,2,2
Janio Bikel,eredivisie,first_tier,domestic_league,8,0,2,0
Sylvain Armand,ligue-1,first_tier,domestic_league,9,0,2,2
Rafael,ligue-1,first_tier,domestic_league,32,1,2,8
Maksym Bilyi,europa-league,europa_league,international_cup,0,0,2,0
Óscar de Marcos,copa-del-rey,domestic_cup,domestic_cup,7,0,2,1
Sammy Clingan,scottish-premiership,first_tier,domestic_league,2,0,2,1
Lucas Ocampos,uefa-champions-league,uefa_champions_league,international_cup,2,0,2,1
Hatem Ben Arfa,europa-league,europa_league,international_cup,0,0,2,1
Michael Frey,ligue-1,first_tier,domestic_league,2,0,2,1
Joost van Aken,eredivisie,first_tier,domestic_league,13,0,2,2
Thiago,premier-league,first_tier,domestic_league,6,0,2,4
Éver Banega,copa-del-rey,domestic_cup,domestic_cup,3,1,2,3
Nani,europa-league,europa_league,international_cup,3,0,2,2
Ramiz Zerrouki,eredivisie,first_tier,domestic_league,14,0,2,3
Cedric Itten,europa-league,europa_league,international_cup,0,0,2,0
Marcelo Brozovic,europa-league,europa_league,international_cup,4,0,2,4
Modou Sougou,ligue-1,first_tier,domestic_league,5,0,2,5
Loïc Rémy,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,1
Marcelo,europa-league,europa_league,international_cup,5,0,2,0
Amauri,europa-league,europa_league,international_cup,0,0,2,0
Cengiz Ünder,europa-league,europa_league,international_cup,0,0,2,2
Albert Gudmundsson,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,0,0,2,0
Thiago Xavier,ligue-1,first_tier,domestic_league,7,0,2,0
Jonas Wind,europa-league,europa_league,international_cup,0,0,2,1
James Maddison,scottish-premiership,first_tier,domestic_league,3,0,2,6
Elvis Rexhbecaj,dfb-pokal,domestic_cup,domestic_cup,0,0,2,3
Marcel Sabitzer,europa-league,europa_league,international_cup,2,0,2,1
Jonathan de Guzmán,eredivisie,first_tier,domestic_league,4,0,2,1
Jop van der Linden,eredivisie,first_tier,domestic_league,6,0,2,7
Josh Brownhill,premier-league,first_tier,domestic_league,14,0,2,4
Yassine Benrahou,ligue-1,first_tier,domestic_league,3,0,2,4
Luke Ayling,premier-league,first_tier,domestic_league,11,1,2,2
Mikael Ishak,dfb-pokal,domestic_cup,domestic_cup,0,0,2,0
John Lundstram,europa-league,europa_league,international_cup,2,0,2,0
Mike Frantz,dfb-pokal,domestic_cup,domestic_cup,0,0,2,0
Dolly Menga,scottish-premiership,first_tier,domestic_league,6,0,2,0
Quinten Timber,eredivisie,first_tier,domestic_league,4,0,2,4
Nabil Bentaleb,europa-league,europa_league,international_cup,2,0,2,1
Thibaut Vion,ligue-1,first_tier,domestic_league,3,0,2,1
Jordy Croux,eredivisie,first_tier,domestic_league,8,0,2,9
Piotr Zielinski,uefa-champions-league,uefa_champions_league,international_cup,3,0,2,1
Claudinho,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,0
Nacho Monreal,europa-league,europa_league,international_cup,2,0,2,2
Jarrad Branthwaite,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,1
Lutsharel Geertruida,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,0
Luuk Brouwers,toto-knvb-beker,domestic_cup,domestic_cup,1,0,2,1
Jon Toral,scottish-premiership,first_tier,domestic_league,5,0,2,2
Luke Shaw,premier-league,first_tier,domestic_league,41,0,2,14
Emil Berggreen,dfb-pokal,domestic_cup,domestic_cup,0,0,2,1
Hirving Lozano,europa-league,europa_league,international_cup,2,0,2,0
Petar Musa,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,0
Thiago Motta,ligue-1,first_tier,domestic_league,25,2,2,4
Rob Holding,premier-league,first_tier,domestic_league,14,0,2,1
Jinty Caenepeel,eredivisie,first_tier,domestic_league,2,0,2,1
Eduardo Salvio,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,1,0,2,1
Emre Can,dfb-pokal,domestic_cup,domestic_cup,1,0,2,1
Óliver Torres,copa-del-rey,domestic_cup,domestic_cup,1,0,2,6
Wesley Moraes,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,0
Chancel Mbemba,uefa-champions-league,uefa_champions_league,international_cup,4,1,2,0
Jonathan dos Santos,europa-league,europa_league,international_cup,4,0,2,2
Renato Ibarra,eredivisie,first_tier,domestic_league,4,0,2,3
Nicola Sansone,europa-league,europa_league,international_cup,2,0,2,2
Isac Lidberg,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,0
Chicharito,europa-league,europa_league,international_cup,1,0,2,1
DeAndre Yedlin,premier-league,first_tier,domestic_league,16,1,2,6
Davy Pröpper,premier-league,first_tier,domestic_league,8,1,2,7
Marco van Ginkel,toto-knvb-beker,domestic_cup,domestic_cup,2,0,2,1
Lucas Hernández,uefa-champions-league,uefa_champions_league,international_cup,7,0,2,1
Michaël Cuisance,ligue-1,first_tier,domestic_league,3,0,2,1
Remco Balk,eredivisie,first_tier,domestic_league,8,0,2,1
Allan Saint-Maximin,europa-league,europa_league,international_cup,1,0,2,1
Reiss Nelson,eredivisie,first_tier,domestic_league,2,0,2,4
Mihailo Ristic,ligue-1,first_tier,domestic_league,8,1,2,7
Jonathan Franks,scottish-premiership,first_tier,domestic_league,0,0,2,2
Federico Bernardeschi,uefa-champions-league,uefa_champions_league,international_cup,3,0,2,7
Pietro Pellegri,ligue-1,first_tier,domestic_league,3,1,2,1
Charlie Austin,europa-league,europa_league,international_cup,0,0,2,0
Josh Sargent,premier-league,first_tier,domestic_league,1,0,2,1
Joey Pelupessy,eredivisie,first_tier,domestic_league,10,0,2,5
Tiemoué Bakayoko,premier-league,first_tier,domestic_league,5,0,2,2
Aleksandr Saplinov,premier-liga,first_tier,domestic_league,6,0,2,1
Nicklas Helenius,europa-league,europa_league,international_cup,0,0,2,0
Miha Blazic,ligue-1,first_tier,domestic_league,4,0,2,0
Miguel Trauco,ligue-1,first_tier,domestic_league,10,0,2,4
M'Baye Niang,premier-league,first_tier,domestic_league,2,0,2,2
Roy Kuijpers,toto-knvb-beker,domestic_cup,domestic_cup,1,0,2,0
Reagy Ofosu,eredivisie,first_tier,domestic_league,2,0,2,0
Jody Lukoki,eredivisie,first_tier,domestic_league,7,0,2,3
Charles De Ketelaere,uefa-champions-league,uefa_champions_league,international_cup,2,0,2,3
Iván Calero,eredivisie,first_tier,domestic_league,0,0,2,0
Issah Abass,eredivisie,first_tier,domestic_league,5,0,2,1
Luka Tankulic,scottish-premiership,first_tier,domestic_league,2,0,2,2
Florian Grillitsch,dfb-pokal,domestic_cup,domestic_cup,1,0,2,3
Jamie Vardy,uefa-champions-league,uefa_champions_league,international_cup,2,0,2,0
David Akintola,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,0,0,2,3
Jota,europa-league,europa_league,international_cup,0,0,2,2
Sven Kums,uefa-champions-league,uefa_champions_league,international_cup,2,1,2,2
Donyell Malen,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,0,0,2,2
Giorgi Aburjania,eredivisie,first_tier,domestic_league,2,0,2,0
Marc Albrighton,uefa-champions-league,uefa_champions_league,international_cup,1,0,2,0
Alessandro Matri,europa-league,europa_league,international_cup,3,0,2,2
Jovane,europa-league,europa_league,international_cup,2,0,2,1
Gelson Martins,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,0,0,2,1
Jonas Olsson,premier-league,first_tier,domestic_league,10,0,2,1
Matthijs de Ligt,toto-knvb-beker,domestic_cup,domestic_cup,1,0,2,2
Samir Lagsir,eredivisie,first_tier,domestic_league,0,0,2,0
David Raven,scottish-premiership,first_tier,domestic_league,14,1,2,6
Steven Fletcher,ligue-1,first_tier,domestic_league,1,0,2,2
Matus Bero,toto-knvb-beker,domestic_cup,domestic_cup,4,0,2,2
Gianluca Nijholt,eredivisie,first_tier,domestic_league,12,0,2,1
Conor McCarthy,scottish-premiership,first_tier,domestic_league,7,0,2,1
Gervinho,europa-league,europa_league,international_cup,0,0,2,0
Ruben Yttergard Jenssen,eredivisie,first_tier,domestic_league,5,0,2,6
José Sosa,europa-league,europa_league,international_cup,3,0,2,1
Aaron Wan-Bissaka,premier-league,first_tier,domestic_league,18,1,2,11
Olivier Ntcham,europa-league,europa_league,international_cup,2,0,2,1
Karim Onisiwo,dfb-pokal,domestic_cup,domestic_cup,1,0,2,3
Grant Gillespie,scottish-premiership,first_tier,domestic_league,32,0,2,5
Ibrahim Afellay,premier-league,first_tier,domestic_league,4,1,2,2
Oleg Shatov,uefa-champions-league,uefa_champions_league,international_cup,3,0,2,4
Tomas Rosicky,premier-league,first_tier,domestic_league,1,0,2,1
Omar El Kaddouri,europa-league,europa_league,international_cup,7,0,2,10
Gregor Breinburg,eredivisie,first_tier,domestic_league,6,0,2,3
Tomer Hemed,premier-league,first_tier,domestic_league,0,0,2,2
Ryan Sanusi,eredivisie,first_tier,domestic_league,9,0,2,2
Furdjel Narsingh,toto-knvb-beker,domestic_cup,domestic_cup,0,0,2,3
Stijn Spierings,ligue-1,first_tier,domestic_league,5,0,2,1
Onur Ayik,europa-league,europa_league,international_cup,1,0,2,0
Martin Skrtel,premier-league,first_tier,domestic_league,13,0,2,0
Bernard Berisha,uefa-champions-league-qualifikation,uefa_champions_league_qualifying,international_cup,2,0,2,2
Francesco Totti,uefa-champions-league,uefa_champions_league,international_cup,0,0,2,1
Arnór Smárason,premier-liga,first_tier,domestic_league,0,0,2,1
Renaud Emond,ligue-1,first_tier,domestic_league,2,0,2,0
Liam Millar,scottish-premiership,first_tier,domestic_league,2,0,2,2
Adama Diomande,premier-league,first_tier,domestic_league,1,0,2,0
Liam Henderson,scottish-premiership,first_tier,domestic_league,1,0,2,1
Julian Schuster,dfb-pokal,domestic_cup,domestic_cup,1,0,2,0
Aymeric Laporte,uefa-champions-league,uefa_champions_league,international_cup,5,0,2,0
Mohamed El Makrini,scottish-premiership,first_tier,domestic_league,6,0,2,4
David Hancko,europa-league,europa_league,international_cup,1,0,2,1
Gabriel Gudmundsson,eredivisie,first_tier,domestic_league,3,0,2,5
Georginio Wijnaldum,europa-league,europa_league,international_cup,1,0,2,1
David Luiz,europa-league,europa_league,international_cup,2,0,2,0
