player_name,League_name,sub_type,type,yellow_cards,red_cards,goals,assists
Martin Valjent,laliga,first_tier,domestic_league,18,0,0,0
Ognjen Vranjes,laliga,first_tier,domestic_league,8,0,0,0
Leandro Chichizola,laliga,first_tier,domestic_league,2,0,0,0
Leo Román,laliga,first_tier,domestic_league,0,0,0,0
Leo Suárez,laliga,first_tier,domestic_league,0,0,0,0
Leonardo Koutris,laliga,first_tier,domestic_league,0,0,0,0
Levy Madinda,laliga,first_tier,domestic_league,1,0,0,0
Licá,laliga,first_tier,domestic_league,2,0,0,3
Lillo Castellano,laliga,first_tier,domestic_league,30,0,0,0
Lionel Carole,laliga,first_tier,domestic_league,0,0,0,1
Ljubomir Fejsa,laliga,first_tier,domestic_league,2,0,0,1
Lluis Sastre,laliga,first_tier,domestic_league,0,0,0,0
Lluís López,laliga,first_tier,domestic_league,1,0,0,0
Loukas Vyntra,laliga,first_tier,domestic_league,4,1,0,0
Luca Zidane,laliga,first_tier,domestic_league,0,1,0,0
Lucas Digne,laliga,first_tier,domestic_league,5,0,0,2
Lucas Silva,laliga,first_tier,domestic_league,0,0,0,0
Ludwig Augustinsson,laliga,first_tier,domestic_league,3,0,0,1
Leandro Damião,laliga,first_tier,domestic_league,0,0,0,0
Laure,laliga,first_tier,domestic_league,10,1,0,0
Luis Perea,laliga,first_tier,domestic_league,0,0,0,0
Lass Bangoura,laliga,first_tier,domestic_league,8,0,0,3
Kaiky,laliga,first_tier,domestic_league,5,0,0,0
Karim Rekik,laliga,first_tier,domestic_league,4,0,0,2
Kasper Dolberg,laliga,first_tier,domestic_league,0,0,0,1
Kepa Arrizabalaga,laliga,first_tier,domestic_league,4,0,0,0
Kevin Vázquez,laliga,first_tier,domestic_league,12,0,0,2
Keylor Navas,laliga,first_tier,domestic_league,4,0,0,0
Kieran Trippier,laliga,first_tier,domestic_league,3,0,0,10
Kike Sola,laliga,first_tier,domestic_league,0,0,0,0
Kiko Casilla,laliga,first_tier,domestic_league,7,1,0,0
Kiko Femenía,laliga,first_tier,domestic_league,5,0,0,2
Koba Koindredi,laliga,first_tier,domestic_league,1,0,0,0
Koke Vegas,laliga,first_tier,domestic_league,0,0,0,0
Kévin Soni,laliga,first_tier,domestic_league,0,0,0,0
Lamine Yamal,laliga,first_tier,domestic_league,0,0,0,0
Landry Dimata,laliga,first_tier,domestic_league,0,0,0,0
Luis Muñoz,laliga,first_tier,domestic_league,0,0,0,0
Luis Pérez,laliga,first_tier,domestic_league,3,0,0,1
Martin Hongla,laliga,first_tier,domestic_league,10,1,0,0
Marc Muniesa,laliga,first_tier,domestic_league,7,0,0,1
Marc Pubill,laliga,first_tier,domestic_league,1,0,0,1
Marc-André ter Stegen,laliga,first_tier,domestic_league,6,0,0,2
Marcelo Saracchi,laliga,first_tier,domestic_league,2,0,0,1
Marco Andreolli,laliga,first_tier,domestic_league,2,0,0,0
Marcos Angeleri,laliga,first_tier,domestic_league,8,1,0,0
Mariano,laliga,first_tier,domestic_league,14,0,0,5
Mariano Barbosa,laliga,first_tier,domestic_league,0,0,0,0
Mario Arqués,laliga,first_tier,domestic_league,0,0,0,0
Mario Fernández,laliga,first_tier,domestic_league,3,0,0,0
Mario González,laliga,first_tier,domestic_league,0,0,0,0
Mario Rodríguez,laliga,first_tier,domestic_league,0,0,0,0
Markel Areitio,laliga,first_tier,domestic_league,0,0,0,0
Marko Rog,laliga,first_tier,domestic_league,5,0,0,0
Marlon,laliga,first_tier,domestic_league,0,0,0,0
Marlos Moreno,laliga,first_tier,domestic_league,0,0,0,0
Marc Pedraza,laliga,first_tier,domestic_league,0,0,0,0
Mané,laliga,first_tier,domestic_league,0,0,0,0
Luismi Sánchez,laliga,first_tier,domestic_league,1,0,0,0
Manuel Pozo,laliga,first_tier,domestic_league,0,0,0,0
Luiz Felipe,laliga,first_tier,domestic_league,3,3,0,0
Luka Romero,laliga,first_tier,domestic_league,0,0,0,0
Luís Martins,laliga,first_tier,domestic_league,0,0,0,0
Luís Maximiano,laliga,first_tier,domestic_league,2,0,0,0
Maksym Koval,laliga,first_tier,domestic_league,0,1,0,0
Mamadou Fall,laliga,first_tier,domestic_league,0,0,0,0
Mamadou Koné,laliga,first_tier,domestic_league,0,0,0,0
Mamadou Sylla,laliga,first_tier,domestic_league,6,0,0,0
Mamor Niang,laliga,first_tier,domestic_league,0,0,0,0
Manolo Reina,laliga,first_tier,domestic_league,8,0,0,0
Manu Fernández,laliga,first_tier,domestic_league,1,0,0,0
Manu Garrido,laliga,first_tier,domestic_league,1,0,0,0
Manu Herrera,laliga,first_tier,domestic_league,0,0,0,0
Manuel Iturra,laliga,first_tier,domestic_league,14,1,0,1
Manuel Pablo,laliga,first_tier,domestic_league,1,0,0,0
Néstor Díaz,laliga,first_tier,domestic_league,0,0,0,0
Oier Olazábal,laliga,first_tier,domestic_league,4,0,0,0
Wilfried Zahibo,laliga,first_tier,domestic_league,1,0,0,0
Sergi Samper,laliga,first_tier,domestic_league,6,0,0,1
Sergio Asenjo,laliga,first_tier,domestic_league,10,0,0,0
Sergio Bermejo,laliga,first_tier,domestic_league,0,0,0,0
Sergio Gómez,laliga,first_tier,domestic_league,1,0,0,1
Sergio Herrera,laliga,first_tier,domestic_league,10,1,0,0
Sergio Mendigutxia,laliga,first_tier,domestic_league,0,0,0,0
Sergio Mora,laliga,first_tier,domestic_league,5,0,0,0
Sergio Pelegrín,laliga,first_tier,domestic_league,2,0,0,0
Sergio Rico,laliga,first_tier,domestic_league,6,0,0,0
Sergio Sánchez,laliga,first_tier,domestic_league,8,0,0,0
Shaq Moore,laliga,first_tier,domestic_league,0,0,0,0
Simone Verdi,laliga,first_tier,domestic_league,2,0,0,0
Sito,laliga,first_tier,domestic_league,0,0,0,0
Soufiane Chakla,laliga,first_tier,domestic_league,6,0,0,0
Stanislav Lobotka,laliga,first_tier,domestic_league,4,0,0,0
Stipe Pletikosa,laliga,first_tier,domestic_league,0,0,0,0
Sergio Arribas,laliga,first_tier,domestic_league,1,0,0,0
Serge Aurier,laliga,first_tier,domestic_league,4,0,0,1
Stole Dimitrievski,laliga,first_tier,domestic_league,7,0,0,0
Serdar Gürler,laliga,first_tier,domestic_league,2,0,0,1
Saidy Janko,laliga,first_tier,domestic_league,4,0,0,1
Salem Al-Dawsari,laliga,first_tier,domestic_league,1,0,0,0
Salva Ruiz,laliga,first_tier,domestic_league,0,1,0,0
Salvatore Sirigu,laliga,first_tier,domestic_league,1,1,0,0
Sami Khedira,laliga,first_tier,domestic_league,2,0,0,0
Samu Martínez,laliga,first_tier,domestic_league,0,0,0,0
Samuel Pérez,laliga,first_tier,domestic_league,0,0,0,0
Sanjin Prcic,laliga,first_tier,domestic_league,3,0,0,0
Santiago Bueno,laliga,first_tier,domestic_league,7,0,0,1
Santiago Cáseres,laliga,first_tier,domestic_league,9,0,0,0
Santiago Vergini,laliga,first_tier,domestic_league,9,0,0,0
Sasa Lukic,laliga,first_tier,domestic_league,4,0,0,2
Saúl García,laliga,first_tier,domestic_league,0,0,0,0
Sebastián Cristóforo,laliga,first_tier,domestic_league,9,0,0,1
Sebastián Dubarbier,laliga,first_tier,domestic_league,16,0,0,1
Stiven Plaza,laliga,first_tier,domestic_league,0,0,0,0
Sulayman Marreh,laliga,first_tier,domestic_league,1,0,0,0
Rúben Semedo,laliga,first_tier,domestic_league,4,0,0,0
Valery Fernández,laliga,first_tier,domestic_league,2,0,0,3
Vicente Esquerdo,laliga,first_tier,domestic_league,0,0,0,0
Vicente Guaita,laliga,first_tier,domestic_league,4,0,0,0
Victorien Angban,laliga,first_tier,domestic_league,4,0,0,0
Víctor Campuzano,laliga,first_tier,domestic_league,2,0,0,0
Víctor Chust,laliga,first_tier,domestic_league,2,0,0,0
Víctor Gómez,laliga,first_tier,domestic_league,2,0,0,1
Víctor López,laliga,first_tier,domestic_league,0,0,0,1
Víctor Mollejo,laliga,first_tier,domestic_league,0,0,0,0
Víctor Pérez,laliga,first_tier,domestic_league,0,0,0,0
Walter Montoya,laliga,first_tier,domestic_league,0,0,0,0
Wanderson,laliga,first_tier,domestic_league,2,0,0,0
Weligton,laliga,first_tier,domestic_league,21,1,0,3
Wellington Silva,laliga,first_tier,domestic_league,6,0,0,6
Wesley Hoedt,laliga,first_tier,domestic_league,3,0,0,0
Wilfrid Kaptoum,laliga,first_tier,domestic_league,3,0,0,0
Vasyl Kravets,laliga,first_tier,domestic_league,2,0,0,0
Unai Vencedor,laliga,first_tier,domestic_league,13,0,0,1
Sulley Muntari,laliga,first_tier,domestic_league,3,0,0,0
Unai Simón,laliga,first_tier,domestic_league,7,1,0,0
Sung-yueng Ki,laliga,first_tier,domestic_league,0,0,0,0
Sébastien Corchia,laliga,first_tier,domestic_league,5,0,0,1
Tachi,laliga,first_tier,domestic_league,5,0,0,0
Tano Bonnín,laliga,first_tier,domestic_league,3,0,0,1
Teerasil Dangda,laliga,first_tier,domestic_league,0,0,0,0
Thibaut Courtois,laliga,first_tier,domestic_league,4,0,0,0
Tomas Vaclik,laliga,first_tier,domestic_league,1,0,0,0
Tomás Alarcón,laliga,first_tier,domestic_league,7,0,0,1
Tomás Tavares,laliga,first_tier,domestic_league,0,0,0,0
Toni Moya,laliga,first_tier,domestic_league,2,0,0,1
Toño,laliga,first_tier,domestic_league,2,1,0,0
Tropi,laliga,first_tier,domestic_league,0,0,0,0
Txema Añibarro,laliga,first_tier,domestic_league,2,0,0,0
Tyronne,laliga,first_tier,domestic_league,1,0,0,0
Uche Agbo,laliga,first_tier,domestic_league,19,1,0,0
Sabit Abdulai,laliga,first_tier,domestic_league,1,0,0,0
Ryder Matos,laliga,first_tier,domestic_league,0,0,0,0
Ola John,laliga,first_tier,domestic_league,0,0,0,1
Patrick Roberts,laliga,first_tier,domestic_league,0,0,0,0
Pau López,laliga,first_tier,domestic_league,8,0,0,0
Paul Akouokou,laliga,first_tier,domestic_league,10,1,0,0
Paulino de la Fuente,laliga,first_tier,domestic_league,0,0,0,0
Paulo Gazzaniga,laliga,first_tier,domestic_league,7,0,0,0
Pedro Ortiz,laliga,first_tier,domestic_league,0,0,0,0
Pedro Porro,laliga,first_tier,domestic_league,4,0,0,2
Pep Chavarría,laliga,first_tier,domestic_league,1,0,0,2
Pepe Reina,laliga,first_tier,domestic_league,2,0,0,0
Pepe Sánchez,laliga,first_tier,domestic_league,0,0,0,0
Pepelu,laliga,first_tier,domestic_league,9,0,0,0
Pipa,laliga,first_tier,domestic_league,2,0,0,0
Pol Freixanet,laliga,first_tier,domestic_league,0,0,0,0
Pol Lozano,laliga,first_tier,domestic_league,1,1,0,0
Przemyslaw Tyton,laliga,first_tier,domestic_league,2,1,0,0
Puma,laliga,first_tier,domestic_league,0,0,0,0
Patrick Twumasi,laliga,first_tier,domestic_league,2,0,0,0
Patrick Ebert,laliga,first_tier,domestic_league,3,1,0,0
Rachid Aït-Atmane,laliga,first_tier,domestic_league,5,0,0,2
Patrick Cutrone,laliga,first_tier,domestic_league,0,0,0,0
Olarenwaju Kayode,laliga,first_tier,domestic_league,2,0,0,1
Omar El Hilali,laliga,first_tier,domestic_league,1,0,0,0
Omar Mascarell,laliga,first_tier,domestic_league,17,0,0,2
Omar Ramos,laliga,first_tier,domestic_league,7,0,0,3
Omer Atzili,laliga,first_tier,domestic_league,0,0,0,0
Orbelín Pineda,laliga,first_tier,domestic_league,0,0,0,0
Oussama Tannane,laliga,first_tier,domestic_league,1,0,0,0
Pablo Chavarría,laliga,first_tier,domestic_league,1,0,0,0
Pablo Fernández,laliga,first_tier,domestic_league,0,0,0,0
Pablo Ibáñez,laliga,first_tier,domestic_league,1,0,0,1
Pablo Martínez,laliga,first_tier,domestic_league,0,0,0,0
Pablo Marín,laliga,first_tier,domestic_league,1,0,0,0
Pablo Pérez,laliga,first_tier,domestic_league,4,0,0,1
Pablo Torre,laliga,first_tier,domestic_league,0,0,0,0
Panagiotis Kone,laliga,first_tier,domestic_league,0,0,0,0
Quique González,laliga,first_tier,domestic_league,0,0,0,1
Rafa Gálvez,laliga,first_tier,domestic_league,0,0,0,0
Ryan Donk,laliga,first_tier,domestic_league,3,0,0,1
Rober Correa,laliga,first_tier,domestic_league,10,0,0,2
Robert Mazan,laliga,first_tier,domestic_league,0,0,0,0
Roberto,laliga,first_tier,domestic_league,1,0,0,0
Roberto Arroyo,laliga,first_tier,domestic_league,0,0,0,0
Roberto Fernández,laliga,first_tier,domestic_league,3,0,0,0
Roberto Lago,laliga,first_tier,domestic_league,9,1,0,3
Roberto Santamaría,laliga,first_tier,domestic_league,1,0,0,0
Rodri Tarín,laliga,first_tier,domestic_league,4,0,0,0
Roman Zozulya,laliga,first_tier,domestic_league,1,0,0,0
Rony Lopes,laliga,first_tier,domestic_league,0,0,0,0
Rubén Blanco,laliga,first_tier,domestic_league,12,3,0,0
Rubén Martínez,laliga,first_tier,domestic_league,9,1,0,0
Rubén Quintanilla,laliga,first_tier,domestic_league,0,0,0,0
Rubén Sánchez,laliga,first_tier,domestic_league,1,0,0,2
Rubén Yáñez,laliga,first_tier,domestic_league,2,0,0,0
Rui Silva,laliga,first_tier,domestic_league,8,0,0,0
Rober González,laliga,first_tier,domestic_league,1,0,0,0
Riki,laliga,first_tier,domestic_league,1,0,0,0
Rafa López,laliga,first_tier,domestic_league,0,0,0,0
Ricard Artero,laliga,first_tier,domestic_league,0,0,0,0
Rafa Soares,laliga,first_tier,domestic_league,3,0,0,1
Rafael van der Vaart,laliga,first_tier,domestic_league,0,0,0,0
Rajko Brezancic,laliga,first_tier,domestic_league,0,0,0,0
Ramiro Guerra,laliga,first_tier,domestic_league,1,0,0,0
Raoul Loé,laliga,first_tier,domestic_league,2,0,0,0
Raphael Dwamena,laliga,first_tier,domestic_league,0,0,0,0
Razvan Rat,laliga,first_tier,domestic_league,3,0,0,0
Raúl Fernández,laliga,first_tier,domestic_league,0,0,0,0
Raúl Lizoain,laliga,first_tier,domestic_league,2,0,0,0
Raúl Parra,laliga,first_tier,domestic_league,1,0,0,0
Raúl Rodríguez,laliga,first_tier,domestic_league,0,0,0,0
Raúl Torrente,laliga,first_tier,domestic_league,5,0,0,1
Reinildo Mandava,laliga,first_tier,domestic_league,9,0,0,0
Renato Tapia,laliga,first_tier,domestic_league,22,0,0,1
Rene Krhin,laliga,first_tier,domestic_league,7,0,0,0
Mathieu Peybernes,ligue-1,first_tier,domestic_league,11,0,0,2
Mathys Saban,ligue-1,first_tier,domestic_league,0,0,0,0
Riza Durmisi,europa-league-qualifikation,europa_league_qualifying,international_cup,2,0,0,0
Jon Gudni Fjóluson,premier-liga,first_tier,domestic_league,0,0,0,0
Janio Bikel,premier-liga,first_tier,domestic_league,0,1,0,1
Jean-Jacques Bougouhi,premier-liga,first_tier,domestic_league,0,0,0,0
Jeroen Simaeys,premier-liga,first_tier,domestic_league,3,0,0,0
Jerry Mbakogu,premier-liga,first_tier,domestic_league,1,0,0,0
Jherson Vergara,premier-liga,first_tier,domestic_league,5,0,0,0
Jhon Chancellor,premier-liga,first_tier,domestic_league,3,0,0,0
Johnathan,premier-liga,first_tier,domestic_league,1,0,0,0
Jonatan Lima,premier-liga,first_tier,domestic_league,6,0,0,0
Guillermo Varela,premier-liga,first_tier,domestic_league,9,0,0,3
Jonathan Mensah,premier-liga,first_tier,domestic_league,2,0,0,1
Jonathan Okoronkwo,premier-liga,first_tier,domestic_league,0,0,0,0
Jorrit Hendrix,premier-liga,first_tier,domestic_league,3,0,0,0
Josip Condric,premier-liga,first_tier,domestic_league,2,0,0,0
Josip Pivaric,premier-liga,first_tier,domestic_league,2,0,0,2
Josip Vukovic,premier-liga,first_tier,domestic_league,0,0,0,0
Jovan Krneta,premier-liga,first_tier,domestic_league,2,0,0,0
Jan Mucha,premier-liga,first_tier,domestic_league,1,0,0,0
Jan Lastuvka,premier-liga,first_tier,domestic_league,1,0,0,0
Jakub Wawrzyniak,premier-liga,first_tier,domestic_league,0,0,0,0
Jaba Kankava,premier-liga,first_tier,domestic_league,4,0,0,0
Ivan Lapshov,premier-liga,first_tier,domestic_league,0,0,0,0
Ivan Lomaev,premier-liga,first_tier,domestic_league,3,0,0,0
Ivan Lozenkov,premier-liga,first_tier,domestic_league,4,0,0,0
Ivan Lytvynenko,premier-liga,first_tier,domestic_league,0,0,0,0
Ivan Matyushenko,premier-liga,first_tier,domestic_league,0,0,0,0
Ivan Melnikov,premier-liga,first_tier,domestic_league,0,0,0,1
Ivan Nesterenko,premier-liga,first_tier,domestic_league,0,0,0,0
Ivan Ponomarenko,premier-liga,first_tier,domestic_league,1,0,0,0
Ivan Solovjev,premier-liga,first_tier,domestic_league,0,0,0,0
Ivan Sondey,premier-liga,first_tier,domestic_league,0,0,0,1
Ivan Strinic,premier-liga,first_tier,domestic_league,2,0,0,0
Ivan Temnikov,premier-liga,first_tier,domestic_league,4,0,0,1
Ivan Tomecak,premier-liga,first_tier,domestic_league,2,0,0,1
Ivan Yanakov,premier-liga,first_tier,domestic_league,0,0,0,0
Izunna Uzochukwu,premier-liga,first_tier,domestic_league,2,0,0,0
Jovan Markoski,premier-liga,first_tier,domestic_league,2,0,0,1
Joyskim Dawa,premier-liga,first_tier,domestic_league,8,0,0,0
João Diogo,premier-liga,first_tier,domestic_league,2,0,0,0
Khozhimat Erkinov,premier-liga,first_tier,domestic_league,4,0,0,1
Kiril Fesyun,premier-liga,first_tier,domestic_league,0,0,0,0
Kirill Dontsov,premier-liga,first_tier,domestic_league,0,0,0,0
Kirill Folmer,premier-liga,first_tier,domestic_league,4,0,0,2
Kirill Girnyk,premier-liga,first_tier,domestic_league,1,0,0,0
Kirill Glebov,premier-liga,first_tier,domestic_league,1,0,0,0
Kirill Kirilenko,premier-liga,first_tier,domestic_league,0,0,0,0
Kirill Kolesnichenko,premier-liga,first_tier,domestic_league,4,0,0,0
Kirill Pechenin,premier-liga,first_tier,domestic_league,1,0,0,2
Kirill Pogrebnyak,premier-liga,first_tier,domestic_league,0,0,0,0
Kirill Suslov,premier-liga,first_tier,domestic_league,5,0,0,1
Kirill Ushatov,premier-liga,first_tier,domestic_league,0,0,0,2
Kirill Zinovich,premier-liga,first_tier,domestic_league,1,0,0,0
Konrad Michalak,premier-liga,first_tier,domestic_league,0,0,0,0
Konstantin Bazelyuk,premier-liga,first_tier,domestic_league,0,0,0,0
Konstantin Nizhegorodov,premier-liga,first_tier,domestic_league,1,0,0,0
Khusrav Toirov,premier-liga,first_tier,domestic_league,0,0,0,0
Khetag Khosonov,premier-liga,first_tier,domestic_league,3,0,0,0
João Teixeira,premier-liga,first_tier,domestic_league,0,0,0,0
Khaly Thiam,premier-liga,first_tier,domestic_league,0,0,0,0
Joël Bopesu,premier-liga,first_tier,domestic_league,2,0,0,0
Juan Manuel Torres,premier-liga,first_tier,domestic_league,4,0,0,0
Juhani Ojala,premier-liga,first_tier,domestic_league,0,0,0,0
Julio Cesar,premier-liga,first_tier,domestic_league,1,0,0,1
Jurica Buljat,premier-liga,first_tier,domestic_league,4,0,0,0
Kaheem Parris,premier-liga,first_tier,domestic_league,2,0,0,3
Kamil Agalarov,premier-liga,first_tier,domestic_league,2,0,0,1
Kanu,premier-liga,first_tier,domestic_league,3,0,0,0
Karim Yoda,premier-liga,first_tier,domestic_league,0,0,0,1
Kaspars Dubra,premier-liga,first_tier,domestic_league,4,0,0,2
Kauê Silva,premier-liga,first_tier,domestic_league,0,0,0,0
Kelvin Ebuka Nwamora,premier-liga,first_tier,domestic_league,0,0,0,0
Kemal Ademi,premier-liga,first_tier,domestic_league,0,0,0,0
Kevin Méndez,premier-liga,first_tier,domestic_league,2,0,0,1
Khalid Kadyrov,premier-liga,first_tier,domestic_league,1,0,0,0
Ivan Kuzmichev,premier-liga,first_tier,domestic_league,7,0,0,2
Ivan Kryvosheenko,premier-liga,first_tier,domestic_league,0,0,0,1
Ivan Kovalenko,premier-liga,first_tier,domestic_league,0,0,0,0
Igor Henrique,premier-liga,first_tier,domestic_league,0,0,0,0
Igor Karpenko,premier-liga,first_tier,domestic_league,1,0,0,0
Igor Koronov,premier-liga,first_tier,domestic_league,3,0,0,2
Igor Korotetskyi,premier-liga,first_tier,domestic_league,2,0,0,0
Igor Koshman,premier-liga,first_tier,domestic_league,1,0,0,0
Igor Kurylo,premier-liga,first_tier,domestic_league,8,1,0,3
Igor Leontjev,premier-liga,first_tier,domestic_league,0,0,0,0
Igor Leshchuk,premier-liga,first_tier,domestic_league,0,0,0,0
Igor Levchenko,premier-liga,first_tier,domestic_league,1,0,0,0
Igor Lolo,premier-liga,first_tier,domestic_league,0,0,0,0
Igor Lytovka,premier-liga,first_tier,domestic_league,3,0,0,0
Igor Nekhaev,premier-liga,first_tier,domestic_league,0,0,0,0
Igor Obukhov,premier-liga,first_tier,domestic_league,0,0,0,0
Igor Oshchypko,premier-liga,first_tier,domestic_league,1,0,0,0
Igor Potimkov,premier-liga,first_tier,domestic_league,0,0,0,0
Igor Shitov,premier-liga,first_tier,domestic_league,21,0,0,2
Igor Kaleshin,premier-liga,first_tier,domestic_league,2,0,0,0
Igor Bykovskyi,premier-liga,first_tier,domestic_league,0,0,0,0
Igor Snurnitsyn,premier-liga,first_tier,domestic_league,7,0,0,0
Igor Bogach,premier-liga,first_tier,domestic_league,0,0,0,0
Guram Tetrashvili,premier-liga,first_tier,domestic_league,17,1,0,5
Guttiner,premier-liga,first_tier,domestic_league,1,0,0,0
Guyon Fernandez,premier-liga,first_tier,domestic_league,1,0,0,0
Habib Maïga,premier-liga,first_tier,domestic_league,0,0,0,0
Haitam Aleesami,premier-liga,first_tier,domestic_league,3,0,0,0
Hayner,premier-liga,first_tier,domestic_league,1,0,0,0
Hennos Asmelash,premier-liga,first_tier,domestic_league,0,0,0,3
Henrique Araujo,premier-liga,first_tier,domestic_league,2,0,0,0
Higor Gabriel,premier-liga,first_tier,domestic_league,2,0,0,0
Hisham Layous,premier-liga,first_tier,domestic_league,0,0,0,0
Hrvoje Milic,premier-liga,first_tier,domestic_league,1,0,0,0
Idris Umaev,premier-liga,first_tier,domestic_league,2,0,0,0
Ifeanyi David Nduka,premier-liga,first_tier,domestic_league,0,0,0,0
Igor Akinfeev,premier-liga,first_tier,domestic_league,11,0,0,1
Igor Bezdenezhnykh,premier-liga,first_tier,domestic_league,11,0,0,0
Igor Shkolik,premier-liga,first_tier,domestic_league,0,0,0,0
Igor Udalyi,premier-liga,first_tier,domestic_league,4,0,0,0
Ivan Koshkosh,premier-liga,first_tier,domestic_league,0,0,0,0
Ilya Viznovich,premier-liga,first_tier,domestic_league,0,0,0,0
Irakliy Chezhia,premier-liga,first_tier,domestic_league,2,0,0,0
Islam Alsultanov,premier-liga,first_tier,domestic_league,3,0,0,0
Islambek Kuat,premier-liga,first_tier,domestic_league,2,0,0,0
Islamzhan Nasyrov,premier-liga,first_tier,domestic_league,0,0,0,0
Ismail Ediev,premier-liga,first_tier,domestic_league,7,0,0,0
Issiar Dramé,premier-liga,first_tier,domestic_league,7,0,0,0
Ivan Borna Jelic Balta,premier-liga,first_tier,domestic_league,2,0,0,0
Ivan Cherenchikov,premier-liga,first_tier,domestic_league,16,0,0,0
Ivan Franjic,premier-liga,first_tier,domestic_league,1,0,0,0
Ivan Ivanchenko,premier-liga,first_tier,domestic_league,3,0,0,0
Ivan Ivanov,premier-liga,first_tier,domestic_league,0,0,0,1
Ivan Kalyuzhnyi,premier-liga,first_tier,domestic_league,0,0,0,0
Ivan Knyazev,premier-liga,first_tier,domestic_league,0,0,0,0
Ivan Komarov,premier-liga,first_tier,domestic_league,1,0,0,3
Ivan Konovalov,premier-liga,first_tier,domestic_league,2,0,0,0
Ilya Zhigulev,premier-liga,first_tier,domestic_league,11,0,0,0
Ilya Svinov,premier-liga,first_tier,domestic_league,2,0,0,0
Ilie Cebanu,premier-liga,first_tier,domestic_league,1,0,0,0
Ilya Pomazun,premier-liga,first_tier,domestic_league,5,0,0,0
Ilsinho,premier-liga,first_tier,domestic_league,6,0,0,5
Ilya Abaev,premier-liga,first_tier,domestic_league,1,0,0,0
Ilya Agapov,premier-liga,first_tier,domestic_league,4,0,0,0
Ilya Chernyak,premier-liga,first_tier,domestic_league,0,0,0,0
Ilya Glushytskyi,premier-liga,first_tier,domestic_league,4,0,0,0
Ilya Golosov,premier-liga,first_tier,domestic_league,0,0,0,0
Ilya Gulko,premier-liga,first_tier,domestic_league,0,0,0,0
Ilya Ishkov,premier-liga,first_tier,domestic_league,0,0,0,0
Ilya Kamyshev,premier-liga,first_tier,domestic_league,4,1,0,1
Ilya Krupskyi,premier-liga,first_tier,domestic_league,1,0,0,0
Ilya Kvasnytsya,premier-liga,first_tier,domestic_league,0,0,0,1
Ilya Lantratov,premier-liga,first_tier,domestic_league,5,0,0,0
Ilya Martynov,premier-liga,first_tier,domestic_league,1,0,0,0
Ilya Mykhalyov,premier-liga,first_tier,domestic_league,1,0,0,0
Ilya Olkhovyi,premier-liga,first_tier,domestic_league,0,0,0,0
Konstantin Pliev,premier-liga,first_tier,domestic_league,15,0,0,1
Konstantin Shiltsov,premier-liga,first_tier,domestic_league,0,0,0,1
Kostyantyn Makhnovskyi,premier-liga,first_tier,domestic_league,3,0,0,0
Marko Scepovic,premier-liga,first_tier,domestic_league,0,0,0,0
Marko Simonovski,premier-liga,first_tier,domestic_league,0,0,0,0
Markus Berger,premier-liga,first_tier,domestic_league,1,0,0,0
Marlon,premier-liga,first_tier,domestic_league,4,0,0,0
Marquinhos Cipriano,premier-liga,first_tier,domestic_league,3,0,0,1
Marthã,premier-liga,first_tier,domestic_league,11,0,0,3
Martin Hongla,premier-liga,first_tier,domestic_league,2,0,0,0
Martin Jakubko,premier-liga,first_tier,domestic_league,1,0,0,0
Maryan Faryna,premier-liga,first_tier,domestic_league,0,0,0,0
Mateo Stamatov,premier-liga,first_tier,domestic_league,4,0,0,0
Mateus Mendes,premier-liga,first_tier,domestic_league,0,0,0,1
Matheus Iacovelli,premier-liga,first_tier,domestic_league,0,0,0,0
Matija Boben,premier-liga,first_tier,domestic_league,0,0,0,0
Matija Rom,premier-liga,first_tier,domestic_league,3,0,0,0
Matvey Lukin,premier-liga,first_tier,domestic_league,0,0,0,0
Matvey Safonov,premier-liga,first_tier,domestic_league,5,1,0,0
Marko Simic,premier-liga,first_tier,domestic_league,0,0,0,0
Marko Poletanovic,premier-liga,first_tier,domestic_league,3,0,0,1
Matías Pérez,premier-liga,first_tier,domestic_league,4,0,0,1
Marko Petkovic,premier-liga,first_tier,domestic_league,2,0,0,0
Mamadou Sylla,premier-liga,first_tier,domestic_league,1,0,0,1
Mamuka Kobakhidze,premier-liga,first_tier,domestic_league,0,0,0,1
Marat Apshatsev,premier-liga,first_tier,domestic_league,0,0,0,0
Marat Bystrov,premier-liga,first_tier,domestic_league,10,0,0,2
Marat Shogenov,premier-liga,first_tier,domestic_league,1,0,0,0
Marc Castells,premier-liga,first_tier,domestic_league,0,0,0,0
Marco Aratore,premier-liga,first_tier,domestic_league,1,0,0,4
Marco Torsiglieri,premier-liga,first_tier,domestic_league,3,0,0,0
Mario Arqués,premier-liga,first_tier,domestic_league,1,0,0,0
Mario Mitaj,premier-liga,first_tier,domestic_league,3,0,0,0
Mark Karymov,premier-liga,first_tier,domestic_league,3,0,0,0
Mark Mampassi,premier-liga,first_tier,domestic_league,11,1,0,1
Marko Livaja,premier-liga,first_tier,domestic_league,1,0,0,0
Marko Nikolic,premier-liga,first_tier,domestic_league,2,0,0,1
Marko Obradovic,premier-liga,first_tier,domestic_league,3,0,0,1
Matías Kranevitter,premier-liga,first_tier,domestic_league,6,0,0,1
Mauricio Cortés,premier-liga,first_tier,domestic_league,0,0,0,0
Maksym Smiyan,premier-liga,first_tier,domestic_league,1,0,0,0
